code_dpto;name_dpto;code_mpio;name_mpio;latitude;longitude;region
73;TOLIMA;73555;PLANADAS;3,09897343;-75,81684413;REGIÓN CENTRO SUR
73;TOLIMA;73563;PRADO;3,729166649;-74,87247706;REGIÓN CENTRO SUR
73;TOLIMA;73585;PURIFICACIÓN;3,854281614;-74,87451155;REGIÓN CENTRO SUR
73;TOLIMA;73616;RIOBLANCO;3,468077548;-75,85481103;REGIÓN CENTRO SUR
73;TOLIMA;73622;RONCESVALLES;4,097861181;-75,59428027;REGIÓN CENTRO SUR
73;TOLIMA;73624;ROVIRA;4,216730954;-75,34758364;REGIÓN CENTRO SUR
73;TOLIMA;73671;SALDAÑA;3,912542787;-75,01859762;REGIÓN CENTRO SUR
73;TOLIMA;73675;SAN ANTONIO;3,926088268;-75,50991004;REGIÓN CENTRO SUR
73;TOLIMA;73678;SAN LUIS;4,057271684;-75,16320806;REGIÓN CENTRO SUR
73;TOLIMA;73686;SANTA ISABEL;4,740827622;-75,20069946;REGIÓN CENTRO SUR
73;TOLIMA;73770;SUÁREZ;3,969210629;-74,84448738;REGIÓN CENTRO SUR
73;TOLIMA;73854;VALLE DE SAN JUAN;4,182125647;-75,17148237;REGIÓN CENTRO SUR
73;TOLIMA;73861;VENADILLO;4,70988172;-74,92089886;REGIÓN CENTRO SUR
73;TOLIMA;73870;VILLAHERMOSA;4,965753461;-75,15592969;REGIÓN CENTRO SUR
73;TOLIMA;73873;VILLARRICA;3,854384097;-74,61896623;REGIÓN CENTRO SUR
76;VALLE DEL CAUCA;76001;CALI;3,399043723;-76,57649259;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76020;ALCALÁ;4,6788971;-75,78297932;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76036;ANDALUCÍA;4,153314228;-76,16063341;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;4,795927292;-76,02963049;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76054;ARGELIA;4,704287864;-76,14164999;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76100;BOLÍVAR;4,393118861;-76,34982039;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76109;BUENAVENTURA;3,493340766;-77,11872832;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;3,819854318;-75,98312419;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;4,196852991;-76,0896103;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76122;CAICEDONIA;4,308997973;-75,83672567;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76126;CALIMA;3,923271619;-76,64260484;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76130;CANDELARIA;3,382091564;-76,38317663;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76147;CARTAGO;4,70684716;-75,91790846;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76233;DAGUA;3,649822218;-76,72039347;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76243;EL ÁGUILA;4,917562873;-76,06601001;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76246;EL CAIRO;4,756063701;-76,21502826;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76248;EL CERRITO;3,656072873;-76,30841784;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76250;EL DOVIO;4,539979729;-76,28762701;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76275;FLORIDA;3,304104295;-76,16477307;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76306;GINEBRA;3,74410441;-76,19082004;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76318;GUACARÍ;3,759414991;-76,34518277;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76364;JAMUNDÍ;3,213892389;-76,62760418;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76377;LA CUMBRE;3,694303106;-76,58989905;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76400;LA UNIÓN;4,537937391;-76,10328983;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76403;LA VICTORIA;4,483511142;-75,96677303;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76497;OBANDO;4,597588666;-75,9491997;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76520;PALMIRA;3,558392876;-76,22779972;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76563;PRADERA;3,42063665;-76,17841841;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76606;RESTREPO;3,806494973;-76,53489853;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76616;RIOFRÍO;4,109500298;-76,37105443;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76622;ROLDANILLO;4,443571848;-76,16824249;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76670;SAN PEDRO;3,98143244;-76,20836168;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76736;SEVILLA;4,193411919;-75,88818163;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76823;TORO;4,638421279;-76,08106176;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76828;TRUJILLO;4,233268116;-76,34292699;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76834;TULUÁ;4,02840797;-76,03250379;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76845;ULLOA;4,707718947;-75,77835903;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76863;VERSALLES;4,644242641;-76,25924483;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76869;VIJES;3,74365889;-76,47064718;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76890;YOTOCO;3,904130354;-76,39080435;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76892;YUMBO;3,595913669;-76,5109879;REGIÓN PACÍFICO
76;VALLE DEL CAUCA;76895;ZARZAL;4,35359875;-76,05065336;REGIÓN PACÍFICO
81;ARAUCA;81001;ARAUCA;6,796280825;-70,50921153;REGIÓN LLANO
81;ARAUCA;81065;ARAUQUITA;6,799338394;-71,29827429;REGIÓN LLANO
81;ARAUCA;81220;CRAVO NORTE;6,39654349;-70,07381197;REGIÓN LLANO
81;ARAUCA;81300;FORTUL;6,750907234;-71,79124241;REGIÓN LLANO
81;ARAUCA;81591;PUERTO RONDÓN;6,411761829;-70,96678964;REGIÓN LLANO
81;ARAUCA;81736;SARAVENA;6,906941714;-71,85070757;REGIÓN LLANO
81;ARAUCA;81794;TAME;6,390650479;-71,79178647;REGIÓN LLANO
85;CASANARE;85001;YOPAL;5,242744761;-72,25802857;REGIÓN LLANO
85;CASANARE;85010;AGUAZUL;5,126121886;-72,54821017;REGIÓN LLANO
85;CASANARE;85015;CHÁMEZA;5,228453404;-72,86496804;REGIÓN LLANO
85;CASANARE;85125;HATO COROZAL;6,03948032;-71,52445752;REGIÓN LLANO
85;CASANARE;85136;LA SALINA;6,178282373;-72,34693377;REGIÓN LLANO
85;CASANARE;85139;MANÍ;4,675769488;-72,21280273;REGIÓN LLANO
85;CASANARE;85162;MONTERREY;4,841308642;-72,8473434;REGIÓN LLANO
85;CASANARE;85225;NUNCHÍA;5,529181235;-72,09251937;REGIÓN LLANO
85;CASANARE;85230;OROCUÉ;4,915139133;-71,59873966;REGIÓN LLANO
85;CASANARE;85250;PAZ DE ARIPORO;5,779915281;-70,86947037;REGIÓN LLANO
85;CASANARE;85263;PORE;5,663194953;-71,92580806;REGIÓN LLANO
85;CASANARE;85279;RECETOR;5,263068507;-72,77081831;REGIÓN LLANO
85;CASANARE;85300;SABANALARGA;4,81119011;-72,99580655;REGIÓN LLANO
85;CASANARE;85315;SÁCAMA;6,049906435;-72,21076163;REGIÓN LLANO
85;CASANARE;85325;SAN LUIS DE PALENQUE;5,274955665;-71,81749276;REGIÓN LLANO
85;CASANARE;85400;TÁMARA;5,878927424;-72,20067822;REGIÓN LLANO
85;CASANARE;85410;TAURAMENA;4,697463691;-72,62922436;REGIÓN LLANO
85;CASANARE;85430;TRINIDAD;5,354527091;-71,25479519;REGIÓN LLANO
85;CASANARE;85440;VILLANUEVA;4,528307719;-72,82314281;REGIÓN LLANO
86;PUTUMAYO;86001;MOCOA;1,26070915;-76,66584349;REGIÓN CENTRO SUR
86;PUTUMAYO;86219;COLÓN;1,204815876;-76,97376805;REGIÓN CENTRO SUR
86;PUTUMAYO;86320;ORITO;0,673756323;-76,94313923;REGIÓN CENTRO SUR
86;PUTUMAYO;86568;PUERTO ASÍS;0,433884539;-76,52158203;REGIÓN CENTRO SUR
86;PUTUMAYO;86569;PUERTO CAICEDO;0,70416861;-76,49864415;REGIÓN CENTRO SUR
86;PUTUMAYO;86571;PUERTO GUZMÁN;0,746432215;-75,88022979;REGIÓN CENTRO SUR
86;PUTUMAYO;86573;PUERTO LEGUÍZAMO;0,05947197;-75,06479327;REGIÓN CENTRO SUR
86;PUTUMAYO;86749;SIBUNDOY;1,228746922;-76,91307585;REGIÓN CENTRO SUR
86;PUTUMAYO;86755;SAN FRANCISCO;1,136071096;-76,84726661;REGIÓN CENTRO SUR
86;PUTUMAYO;86757;SAN MIGUEL;0,272449048;-76,84510459;REGIÓN CENTRO SUR
86;PUTUMAYO;86760;SANTIAGO;1,036021482;-76,97751684;REGIÓN CENTRO SUR
86;PUTUMAYO;86865;VALLE DEL GUAMUEZ;0,42012589;-76,77067026;REGIÓN CENTRO SUR
86;PUTUMAYO;86885;VILLAGARZÓN;0,911149515;-76,74495447;REGIÓN CENTRO SUR
88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;88001;SAN ANDRÉS;12,54311512;-81,71762382;REGIÓN CARIBE
88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;88564;PROVIDENCIA;13,3511096;-81,37388549;REGIÓN CARIBE
91;AMAZONAS;91001;LETICIA;-3,530058784;-70,04513691;REGIÓN CENTRO SUR
91;AMAZONAS;91263;EL ENCANTO;-1,997234795;-72,72361566;REGIÓN CENTRO SUR
91;AMAZONAS;91405;LA CHORRERA;-1,509799605;-72,44442966;REGIÓN CENTRO SUR
91;AMAZONAS;91407;LA PEDRERA;-1,550256503;-69,94602815;REGIÓN CENTRO SUR
91;AMAZONAS;91430;LA VICTORIA;-0,125016381;-71,10487805;REGIÓN CENTRO SUR
91;AMAZONAS;91460;MIRITÍ - PARANÁ;-0,687037553;-71,1855046;REGIÓN CENTRO SUR
91;AMAZONAS;91530;PUERTO ALEGRÍA;-0,952145073;-73,75722748;REGIÓN CENTRO SUR
91;AMAZONAS;91536;PUERTO ARICA;-1,91085406;-71,1484049;REGIÓN CENTRO SUR
91;AMAZONAS;91540;PUERTO NARIÑO;-3,631323222;-70,47199039;REGIÓN CENTRO SUR
91;AMAZONAS;91669;PUERTO SANTANDER;-1,101032624;-71,93893358;REGIÓN CENTRO SUR
91;AMAZONAS;91798;TARAPACÁ;-2,451794264;-70,00651535;REGIÓN CENTRO SUR
94;GUAINÍA;94001;INÍRIDA;3,516363079;-68,00834728;REGIÓN LLANO
94;GUAINÍA;94343;BARRANCOMINAS;3,140558454;-69,69713423;REGIÓN LLANO
94;GUAINÍA;94883;SAN FELIPE;2,312179782;-67,52060569;REGIÓN LLANO
94;GUAINÍA;94884;PUERTO COLOMBIA;2,582829542;-68,25799033;REGIÓN LLANO
94;GUAINÍA;94885;LA GUADALUPE;1,404540273;-67,001518;REGIÓN LLANO
94;GUAINÍA;94886;CACAHUAL;3,38616245;-67,58507998;REGIÓN LLANO
94;GUAINÍA;94887;PANA PANA;1,981055294;-69,11440036;REGIÓN LLANO
94;GUAINÍA;94888;MORICHAL;2,421444806;-69,84001585;REGIÓN LLANO
95;GUAVIARE;95001;SAN JOSÉ DEL GUAVIARE;2,484286091;-71,91916993;REGIÓN LLANO
95;GUAVIARE;95015;CALAMAR;1,613634284;-73,0342639;REGIÓN LLANO
95;GUAVIARE;95025;EL RETORNO;2,143447362;-72,24364869;REGIÓN LLANO
95;GUAVIARE;95200;MIRAFLORES;1,363974932;-72,01810951;REGIÓN LLANO
97;VAUPÉS;97001;MITÚ;1,06148231;-70,46688401;REGIÓN LLANO
97;VAUPÉS;97161;CARURÚ;1,052762314;-71,33093035;REGIÓN LLANO
97;VAUPÉS;97511;PACOA;-0,00834364;-70,5433061;REGIÓN LLANO
97;VAUPÉS;97666;TARAIRA;-0,719822209;-69,90776202;REGIÓN LLANO
97;VAUPÉS;97777;PAPUNAHUA;1,569312273;-70,91166315;REGIÓN LLANO
97;VAUPÉS;97889;YAVARATÉ;0,833312241;-69,61867754;REGIÓN LLANO
99;VICHADA;99001;PUERTO CARREÑO;5,836529669;-68,14122234;REGIÓN LLANO
99;VICHADA;99524;LA PRIMAVERA;5,517593607;-69,62044054;REGIÓN LLANO
99;VICHADA;99624;SANTA ROSALÍA;4,968581012;-70,65997097;REGIÓN LLANO
99;VICHADA;99773;CUMARIBO;4,262454746;-69,52140484;REGIÓN LLANO
